	27432 - DIVERSIFICADO			27431 - ACCIONES COLOMBIA		
FECHA	val. Unidad	val. Fondo	rt.30	val. Unidad	val. Fondo	rt.30
6/8/2017	" 11,632 "	" 10,892,159,946 "	 8.01 	" 8,818 "	" 4,203,048,275 "	 26.94 
6/9/2017	" 11,632 "	" 10,969,693,275 "	 8.64 	" 8,813 "	" 4,201,038,698 "	 20.06 
6/10/2017	" 11,632 "	" 10,970,984,185 "	 8.47 	" 8,813 "	" 4,200,894,519 "	 16.68 
6/11/2017	" 11,633 "	" 10,972,874,727 "	 8.38 	" 8,812 "	" 4,205,762,878 "	 4.06 
6/12/2017	" 11,642 "	" 11,143,029,369 "	 9.31 	" 8,795 "	" 4,358,193,514 "	 1.58 
6/13/2017	" 11,645 "	" 11,534,603,230 "	 9.48 	" 8,805 "	" 4,345,774,234 "	 3.05 
6/14/2017	" 11,655 "	" 11,524,258,507 "	 10.34 	" 8,847 "	" 4,385,399,421 "	 0.62 
6/15/2017	" 11,653 "	" 11,558,735,351 "	 11.40 	" 8,843 "	" 4,378,759,023 "	 5.32 
6/16/2017	" 11,652 "	" 11,431,665,777 "	 9.34 	" 8,855 "	" 4,379,764,232 "	 14.02 
6/17/2017	" 11,653 "	" 11,432,655,988 "	 9.06 	" 8,855 "	" 4,401,044,291 "	 21.92 
6/18/2017	" 11,654 "	" 11,433,840,899 "	 8.25 	" 8,854 "	" 4,400,822,637 "	 20.75 
6/19/2017	" 11,655 "	" 11,434,831,003 "	 8.21 	" 8,854 "	" 4,400,601,011 "	 20.67 
6/20/2017	" 11,639 "	" 11,531,847,134 "	 6.20 	" 8,759 "	" 4,411,531,083 "	 5.34 
6/21/2017	" 11,627 "	" 11,548,012,876 "	 4.24 	" 8,706 "	" 4,390,262,976 "	-4.12 
6/22/2017	" 11,643 "	" 11,889,771,170 "	 5.17 	" 8,713 "	" 4,394,180,507 "	-9.77 
6/23/2017	" 11,646 "	" 11,828,068,524 "	 5.73 	" 8,707 "	" 4,389,829,896 "	-12.73 
6/24/2017	" 11,647 "	" 11,835,911,465 "	 6.04 	" 8,707 "	" 4,380,462,723 "	-12.73 
6/25/2017	" 11,648 "	" 11,933,922,244 "	 5.69 	" 8,706 "	" 4,381,190,952 "	-16.29 
6/26/2017	" 11,649 "	" 11,955,302,039 "	 5.69 	" 8,706 "	" 4,381,496,133 "	-16.31 
6/27/2017	" 11,665 "	" 11,974,351,561 "	 7.46 	" 8,723 "	" 4,387,013,881 "	-14.22 
6/28/2017	" 11,660 "	" 11,942,864,559 "	 6.69 	" 8,777 "	" 3,947,168,152 "	-7.17 
6/29/2017	" 11,637 "	" 11,951,926,994 "	 3.83 	" 8,838 "	" 3,975,000,742 "	 4.24 
6/30/2017	" 11,654 "	" 12,143,658,030 "	 5.14 	" 8,855 "	" 3,985,998,701 "	 10.07 
7/1/2017	" 11,656 "	" 12,146,044,214 "	 4.98 	" 8,854 "	" 3,995,859,835 "	 6.56 
7/2/2017	" 11,657 "	" 12,147,144,207 "	 4.16 	" 8,853 "	" 3,995,566,832 "	 6.70 
7/3/2017	" 11,658 "	" 12,153,780,470 "	 4.17 	" 8,853 "	" 4,006,288,855 "	 6.67 
7/4/2017	" 11,650 "	" 12,122,787,956 "	 3.20 	" 8,920 "	" 4,055,334,846 "	 16.33 
7/5/2017	" 11,610 "	" 12,070,177,213 "	-2.73 	" 8,947 "	" 4,077,856,318 "	 17.14 
7/6/2017	" 11,586 "	" 12,079,420,128 "	-6.22 	" 8,952 "	" 4,087,124,997 "	 12.08 
7/7/2017	" 11,572 "	" 12,048,548,595 "	-7.22 	" 8,876 "	" 4,058,609,118 "	 4.13 
7/8/2017	" 11,573 "	" 12,063,200,397 "	-6.33 	" 8,875 "	" 4,058,386,912 "	 7.17 
7/9/2017	" 11,574 "	" 12,065,281,075 "	-6.13 	" 8,875 "	" 4,058,094,726 "	 7.82 
7/10/2017	" 11,582 "	" 12,127,643,204 "	-5.40 	" 8,854 "	" 4,062,575,382 "	 4.93 
7/11/2017	" 11,574 "	" 12,090,137,684 "	-6.26 	" 8,898 "	" 4,059,771,726 "	 11.25 
7/12/2017	" 11,575 "	" 11,998,871,307 "	-6.96 	" 8,985 "	" 4,097,191,723 "	 27.56 
7/13/2017	" 11,588 "	" 10,803,910,241 "	-5.95 	" 9,002 "	" 4,106,417,840 "	 28.79 
7/14/2017	" 11,609 "	" 10,637,566,182 "	-4.98 	" 8,977 "	" 4,092,721,812 "	 17.51 
7/15/2017	" 11,610 "	" 10,639,001,524 "	-4.64 	" 8,977 "	" 4,096,005,993 "	 18.04 
7/16/2017	" 11,611 "	" 10,639,936,871 "	-4.48 	" 8,976 "	" 4,095,739,909 "	 15.97 
7/17/2017	" 11,604 "	" 10,627,620,511 "		" 8,980 "	" 4,136,735,727 "	
7/18/2017	" 11,604 "	" 10,935,754,904 "	-5.38 	" 8,949 "	" 4,111,913,260 "	 12.13 
7/19/2017	" 11,581 "	" 10,943,866,590 "	-7.61 	" 8,894 "	" 4,376,175,858 "	 4.17 
7/20/2017	" 11,582 "	" 10,940,459,359 "	-6.03 	" 8,893 "	" 4,375,894,732 "	 19.65 
7/21/2017	" 11,594 "	" 10,583,925,627 "	-3.73 	" 8,903 "	" 4,386,616,865 "	 31.42 
7/22/2017	" 11,595 "	" 10,587,445,823 "	-5.15 	" 8,902 "	" 4,388,160,194 "	 29.89 
7/23/2017	" 11,596 "	" 10,588,465,973 "	-5.39 	" 8,902 "	" 4,387,894,246 "	 30.92 
7/24/2017	" 11,595 "	" 10,006,245,118 "	-5.60 	" 8,932 "	" 4,405,157,965 "	 36.90 
7/25/2017	" 11,578 "	" 9,979,237,380 "	-7.16 	" 8,936 "	" 4,411,371,077 "	 37.83 
7/26/2017	" 11,570 "	" 9,726,829,111 "	-8.03 	" 8,927 "	" 4,453,760,230 "	 36.26 
7/27/2017	" 11,575 "	" 9,727,632,610 "	-9.29 	" 8,956 "	" 4,260,074,728 "	 38.46 
7/28/2017	" 11,578 "	" 9,732,633,850 "		" 8,988 "	" 4,289,168,140 "	
7/29/2017	" 11,579 "	" 9,734,809,563 "	-6.13 	" 8,988 "	" 4,289,796,512 "	 22.88 
7/30/2017	" 11,580 "	" 9,736,714,248 "	-7.95 	" 8,987 "	" 4,294,347,838 "	 20.11 
7/31/2017	" 11,581 "	" 9,740,604,541 "	-8.01 	" 8,962 "	" 4,269,506,013 "	 16.12 
8/1/2017	" 11,579 "	" 9,608,346,749 "	-8.41 	" 8,949 "	" 4,334,576,549 "	 14.08 
8/2/2017	" 11,572 "	" 9,370,909,810 "	-9.15 	" 8,962 "	" 4,348,049,424 "	 16.32 
8/3/2017	" 11,571 "	" 9,373,725,595 "	-8.45 	" 8,943 "	" 4,346,330,241 "	 3.62 
8/4/2017	" 11,576 "	" 9,406,256,376 "	-3.69 	" 8,937 "	" 4,347,075,207 "	-0.90 
8/5/2017	" 11,577 "	" 9,408,251,940 "	-0.83 	" 8,936 "	" 4,346,851,793 "	-1.53 
8/6/2017	" 11,578 "	" 9,409,190,417 "	 0.91 	" 8,936 "	" 4,346,981,985 "	 8.65 
8/7/2017	" 11,579 "	" 9,410,043,093 "	 0.89 	" 8,935 "	" 4,347,294,171 "	 8.64 
8/8/2017	" 11,584 "	" 9,304,047,103 "	 1.29 	" 8,900 "	" 4,331,577,561 "	 3.56 
8/9/2017	" 11,584 "	" 9,073,044,723 "	 0.25 	" 8,897 "	" 4,715,916,182 "	 6.03 
8/10/2017	" 11,583 "	" 9,058,017,436 "	 1.16 	" 8,868 "	" 4,746,291,270 "	-4.30 
8/11/2017	" 11,575 "	" 9,034,262,492 "	 0.32 	" 8,865 "	" 4,826,592,524 "	-14.77 
8/12/2017	" 11,576 "	" 9,035,620,751 "	-1.15 	" 8,865 "	" 4,826,376,188 "	-16.64 
8/13/2017	" 11,577 "	" 9,036,443,474 "	-3.46 	" 8,864 "	" 4,829,124,877 "	-13.95 
8/14/2017	" 11,588 "	" 9,052,582,700 "	-2.59 	" 8,861 "	" 4,801,099,417 "	-14.21 
8/15/2017	" 11,577 "	" 9,053,711,248 "	-3.70 	" 8,814 "	" 4,475,574,370 "	-19.98 
8/16/2017	" 11,583 "	" 8,889,089,436 "	-2.36 	" 8,896 "	" 4,402,126,457 "	-10.61 
8/17/2017	" 11,595 "	" 8,874,123,038 "	-1.25 	" 8,908 "	" 4,325,145,399 "	-5.52 
8/18/2017	" 11,582 "	" 8,798,917,785 "	 0.22 	" 8,945 "	" 4,336,511,588 "	 6.47 
8/19/2017	" 11,583 "	" 8,799,726,866 "	 0.19 	" 8,944 "	" 4,337,066,829 "	 6.47 
8/20/2017	" 11,584 "	" 8,800,535,932 "	-1.18 	" 8,943 "	" 4,336,772,029 "	 4.98 
8/21/2017	" 11,585 "	" 8,801,345,177 "	-1.21 	" 8,943 "	" 4,339,477,257 "	 4.98 
8/22/2017	" 11,582 "	" 8,787,867,630 "	-1.61 	" 8,978 "	" 4,613,626,294 "	 10.08 
8/23/2017	" 11,584 "	" 8,621,498,778 "	-1.35 	" 8,970 "	" 4,609,725,779 "	 4.47 
8/24/2017	" 11,591 "	" 8,529,209,395 "	 1.22 	" 8,946 "	" 4,585,469,710 "	 0.53 
8/25/2017	" 11,607 "	" 8,164,969,536 "	 3.87 	" 8,936 "	" 4,579,660,935 "	 0.31 
8/26/2017	" 11,608 "	" 8,175,758,855 "	 3.45 	" 8,936 "	" 4,602,240,847 "	-3.55 
8/27/2017	" 11,609 "	" 8,176,745,228 "	 3.18 	" 8,935 "	" 4,601,958,935 "	-7.54 
8/28/2017	" 11,599 "	" 8,221,255,327 "	 2.06 	" 8,941 "	" 4,320,411,619 "	-6.72 
8/29/2017	" 11,599 "	" 8,224,904,681 "	 1.94 	" 8,949 "	" 4,331,334,200 "	-5.63 
8/30/2017	" 11,601 "	" 8,281,844,148 "	 2.00 	" 8,910 "	" 4,317,406,102 "	-7.48 
8/31/2017	" 11,609 "	" 8,260,955,618 "	 3.19 	" 8,969 "	" 4,365,709,028 "	 1.67 
9/1/2017	" 11,614 "	" 8,390,100,574 "	 4.48 	" 9,023 "	" 4,499,440,969 "	 7.23 
9/2/2017	" 11,615 "	" 8,390,965,772 "	 4.64 	" 9,022 "	" 4,505,325,213 "	 9.87 
9/3/2017	" 11,616 "	" 8,393,690,980 "	 4.26 	" 9,022 "	" 4,507,553,985 "	 10.70 
9/4/2017	" 11,606 "	" 8,368,735,413 "	 3.09 	" 9,055 "	" 4,521,808,488 "	 15.84 
9/5/2017	" 11,609 "	" 8,136,601,053 "	 3.36 	" 9,071 "	" 4,605,463,394 "	 18.35 
9/6/2017	" 11,613 "	" 8,085,058,471 "	 3.57 	" 9,077 "	" 4,614,386,625 "	 19.41 
9/7/2017	" 11,618 "	" 8,141,001,434 "	 3.53 	" 9,054 "	" 4,646,352,259 "	 21.02 
9/8/2017	" 11,625 "	" 8,197,418,426 "	 4.29 	" 9,036 "	" 4,775,449,220 "	 18.60 
9/9/2017	" 11,625 "	" 8,199,069,319 "	 4.49 	" 9,036 "	" 4,775,167,908 "	 23.59 
9/10/2017	" 11,626 "	" 8,199,718,829 "	 5.50 	" 9,035 "	" 4,774,901,622 "	 24.03 
9/11/2017	" 11,630 "	" 8,173,972,509 "	 5.81 	" 9,065 "	" 5,174,966,191 "	 29.44 
9/12/2017	" 11,634 "	" 8,184,038,383 "	 6.07 	" 9,007 "	" 5,167,442,158 "	 18.66 
9/13/2017	" 11,636 "	" 8,184,922,244 "	 5.11 	" 8,993 "	" 5,231,251,883 "	 16.56 
9/14/2017	" 11,628 "	" 8,096,419,547 "	 5.50 	" 8,995 "	" 5,224,283,143 "	 25.17 
9/15/2017	" 11,638 "	" 8,254,947,830 "	 5.85 	" 9,003 "	" 5,327,523,007 "	 13.32 
9/16/2017	" 11,639 "	" 8,256,760,044 "	 4.59 	" 9,002 "	" 5,327,130,635 "	 11.35 
9/17/2017	" 11,640 "	" 8,257,491,898 "	 6.28 	" 9,002 "	" 5,326,738,297 "	 6.05 
9/18/2017	" 11,631 "	" 8,252,625,315 "	 5.22 	" 9,023 "	" 5,310,062,616 "	 9.64 
9/19/2017	" 11,636 "	" 8,251,489,681 "	 5.68 	" 9,011 "	" 5,311,186,217 "	 7.66 
9/20/2017	" 11,639 "	" 8,444,842,009 "	 5.89 	" 8,962 "	" 5,386,109,292 "	 0.01 
9/21/2017	" 11,636 "	" 8,463,064,359 "	 5.83 	" 8,951 "	" 5,393,338,185 "	-5.81 
9/22/2017	" 11,639 "	" 8,469,013,677 "	 6.06 	" 8,964 "	" 5,403,055,467 "	-3.01 
9/23/2017	" 11,640 "	" 8,470,512,289 "	 5.35 	" 8,963 "	" 5,403,365,911 "	-0.08 
9/24/2017	" 11,641 "	" 8,472,257,121 "	 3.60 	" 8,962 "	" 5,402,973,330 "	 1.09 
9/25/2017	" 11,637 "	" 8,480,481,702 "	 2.95 	" 8,943 "	" 5,389,056,561 "	-1.79 
9/26/2017	" 11,637 "	" 8,509,822,044 "	 2.87 	" 8,949 "	" 5,140,085,881 "	-0.77 
9/27/2017	" 11,627 "	" 8,497,876,039 "	 2.83 	" 8,993 "	" 5,160,746,096 "	 4.84 
9/28/2017	" 11,619 "	" 8,492,386,254 "	 1.99 	" 8,990 "	" 5,151,046,466 "	 3.33 
9/29/2017	" 11,631 "	" 8,457,503,387 "	 3.17 	" 8,995 "	" 5,156,664,873 "	 9.07 
9/30/2017	" 11,632 "	" 8,459,419,934 "	 2.35 	" 8,994 "	" 5,159,013,879 "	 1.61 
10/1/2017	" 11,633 "	" 8,460,632,841 "	 1.95 	" 8,994 "	" 5,159,155,213 "	-4.71 
10/2/2017	" 11,631 "	" 8,466,352,737 "	 1.64 	" 8,992 "	" 5,162,177,724 "	-4.88 
10/3/2017	" 11,634 "	" 8,329,287,699 "	 1.83 	" 8,988 "	" 5,083,870,610 "	-5.31 
10/4/2017	" 11,656 "	" 8,340,978,896 "	 5.27 	" 8,972 "	" 5,018,420,004 "	-10.88 
10/5/2017	" 11,653 "	" 8,359,473,254 "	 4.62 	" 8,978 "	" 4,883,919,526 "	-11.81 
10/6/2017	" 11,649 "	" 8,354,644,797 "	 3.82 	" 9,017 "	" 4,938,755,359 "	-7.97 
10/7/2017	" 11,650 "	" 8,355,892,395 "	 3.33 	" 9,016 "	" 4,938,405,785 "	-5.39 
10/8/2017	" 11,651 "	" 8,360,459,707 "		" 9,015 "	" 4,940,606,241 "	
10/9/2017	" 11,662 "	" 8,362,316,340 "	 3.81 	" 8,974 "	" 4,908,159,897 "	-8.37 
10/10/2017	" 11,682 "	" 8,386,932,106 "	 5.91 	" 8,982 "	" 4,921,901,967 "	-7.43 
10/11/2017	" 11,690 "	" 8,391,959,741 "	 6.35 	" 8,971 "	" 4,926,002,656 "	-12.00 
10/12/2017	" 11,681 "	" 8,384,545,653 "	 4.97 	" 8,976 "	" 4,913,660,085 "	-4.28 
10/13/2017	" 11,697 "	" 8,434,990,512 "	 6.45 	" 8,986 "	" 4,867,169,315 "	-1.17 
10/14/2017	" 11,698 "	" 8,436,720,903 "	 7.45 	" 8,986 "	" 4,867,853,464 "	-1.48 
10/15/2017	" 11,699 "	" 8,437,641,639 "	 6.52 	" 8,985 "	" 4,869,527,558 "	-2.70 
10/16/2017	" 11,700 "	" 8,443,035,634 "	 6.52 	" 8,984 "	" 4,871,676,806 "	-2.69 
10/17/2017	" 11,691 "	" 8,466,875,014 "	 5.44 	" 8,953 "	" 4,927,788,625 "	-6.50 
10/18/2017	" 11,687 "	" 8,469,061,031 "	 5.96 	" 8,938 "	" 4,813,495,193 "	-11.02 
